age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
45,0,2,Nurse,Patient Monitoring,8th,Urban,Hindi,Mobile,Hybrid,Home Care Nurse,20750
47,2,4,Labour,Loading/Unloading,12th,Rural,Both,Laptop,Hybrid,Warehouse Helper,12780
45,0,5,Banking,Customer Handling,10th,Rural,Hindi,Laptop,Work From Home,Customer Support,18663
37,2,8,Government,Documentation,8th,Semi-Urban,Both,Mobile,Offline Local,Office Assistant,26418
44,0,1,Nurse,First Aid,12th,Semi-Urban,Both,Both,Offline Local,Home Care Nurse,17388
37,2,2,Baking,Cake Decoration,Diploma,Semi-Urban,English,Laptop,Hybrid,Dessert Selling Online,13850
25,2,2,Cleaning,Housekeeping,UG,Rural,Hindi,Mobile,Work From Home,Deep Cleaning Services,9613
47,2,5,Fitness,Nutrition,UG,Rural,Hindi,Laptop,Work From Home,Zumba Trainer,22181
24,1,4,Clothing,Fashion Designing,12th,Rural,Both,Laptop,Work From Home,Clothing Seller Online,14959
45,2,6,Labour,Physical Work,8th,Rural,English,Both,Offline Local,Warehouse Helper,15669
42,1,8,Labour,Physical Work,UG,Semi-Urban,Hindi,Mobile,Hybrid,Construction Helper,21259
34,3,4,E-Commerce,Inventory,No Formal,Urban,Both,Both,Hybrid,Product Packing,14150
25,1,1,Law,Research,12th,Rural,English,Laptop,Offline Local,Contract Reviewer,15118
37,3,5,Cleaning,Housekeeping,12th,Rural,English,Laptop,Hybrid,Office Cleaning,12381
36,1,1,Nurse,Nursing Care,8th,Urban,English,Mobile,Hybrid,Clinic Nurse,20372
47,2,6,Music,Instrument Playing,PG,Urban,Hindi,Both,Work From Home,Music Teacher Online,22674
29,1,8,Law,Documentation,8th,Semi-Urban,English,Laptop,Offline Local,Documentation Support,23818
46,0,4,Gardening,Plant Care,No Formal,Urban,Hindi,Laptop,Work From Home,Plant Selling,11962
21,0,8,Social Media,Canva,Diploma,Semi-Urban,Both,Laptop,Offline Local,Social Media Manager,24881
41,3,2,Beauty,Makeup,8th,Semi-Urban,English,Laptop,Work From Home,Makeup Artist,14741
39,1,1,Handicraft,Product Selling,8th,Semi-Urban,English,Laptop,Hybrid,Handmade Products Seller,8796
27,0,1,Labour,Loading/Unloading,8th,Semi-Urban,Both,Laptop,Hybrid,Construction Helper,7364
37,2,4,Gardening,Plant Care,8th,Semi-Urban,Hindi,Mobile,Offline Local,Home Gardening Service,11218
23,1,2,Clothing,Stitching,8th,Semi-Urban,Both,Mobile,Work From Home,Tailoring,10606
41,0,4,Security,Discipline,8th,Urban,Both,Both,Offline Local,Security Guard,13147
47,1,5,IT,Web Development,10th,Semi-Urban,English,Mobile,Offline Local,Graphic Designing,25708
23,3,4,Gardening,Gardening,12th,Urban,Both,Mobile,Hybrid,Plant Selling,12616
30,1,8,Labour,Physical Work,Diploma,Semi-Urban,Hindi,Laptop,Hybrid,Construction Helper,16674
42,3,8,Fitness,Yoga,Diploma,Urban,Hindi,Mobile,Offline Local,Zumba Trainer,23327
28,1,6,Government,Clerk Skills,UG,Semi-Urban,English,Both,Work From Home,Data Entry Operator,24182
48,0,8,Government,Office Work,Diploma,Semi-Urban,Both,Mobile,Offline Local,Data Entry Operator,26130
35,1,6,Law,Legal Drafting,PG,Urban,English,Both,Hybrid,Contract Reviewer,24275
36,2,5,IT,Video Editing,No Formal,Urban,Hindi,Both,Hybrid,Freelancing,23774
42,1,3,Law,Documentation,No Formal,Rural,Hindi,Laptop,Offline Local,Legal Assistant,21479
28,1,8,Cleaning,Sanitization,12th,Semi-Urban,Both,Mobile,Offline Local,Deep Cleaning Services,17951
20,1,3,Nurse,Patient Monitoring,UG,Semi-Urban,Both,Laptop,Offline Local,Home Care Nurse,21810
36,2,7,Fitness,Yoga,No Formal,Urban,English,Both,Offline Local,Diet Coach,19891
20,4,5,IT,Web Development,8th,Semi-Urban,English,Mobile,Work From Home,Graphic Designing,25647
30,3,6,E-Commerce,Order Handling,Diploma,Urban,English,Laptop,Work From Home,Order Processing,14926
35,0,7,Music,Music Teaching,12th,Rural,Hindi,Both,Offline Local,Music Teacher Online,19811
42,1,3,Law,Documentation,Diploma,Urban,Both,Laptop,Hybrid,Documentation Support,21256
31,1,7,Gardening,Nursery Management,12th,Semi-Urban,English,Laptop,Work From Home,Plant Selling,14680
27,1,1,IT,Graphic Designing,No Formal,Rural,Hindi,Laptop,Hybrid,Graphic Designing,21392
49,1,5,Banking,Sales,No Formal,Urban,Both,Mobile,Hybrid,Back Office Assistant,20044
49,1,1,Gardening,Gardening,UG,Semi-Urban,Both,Both,Offline Local,Nursery Worker,12353
42,3,2,Doctor,Patient Support,8th,Semi-Urban,Both,Laptop,Offline Local,Health Consultant (Online),25258
21,2,1,Music,Singing,10th,Urban,Hindi,Laptop,Offline Local,Singer for Events,14733
39,0,3,Nurse,Nursing Care,UG,Urban,Both,Laptop,Offline Local,Patient Support Online,23293
25,0,7,Data Entry,Data Management,PG,Semi-Urban,English,Laptop,Offline Local,Typing Work,20263
49,3,8,Teaching,Subject Knowledge,No Formal,Semi-Urban,Both,Both,Offline Local,Coaching Assistant,25420
41,2,3,Electrician,Wiring,12th,Urban,Both,Mobile,Offline Local,Appliance Fixing,15938
50,2,7,Baking,Baking,UG,Rural,Hindi,Mobile,Offline Local,Custom Cake Business,21890
26,1,3,Cooking,Meal Planning,8th,Semi-Urban,English,Mobile,Hybrid,Cooking Classes Online,11992
48,2,8,Data Entry,Excel,8th,Urban,Hindi,Laptop,Offline Local,Data Entry,17749
45,2,1,Beauty,Makeup,10th,Rural,Hindi,Laptop,Offline Local,Mehndi Artist,13067
40,1,4,Cleaning,Sanitization,10th,Urban,Hindi,Laptop,Hybrid,Deep Cleaning Services,11414
50,1,6,Gardening,Gardening,Diploma,Rural,Both,Both,Hybrid,Home Gardening Service,15655
30,1,3,Handicraft,Craft Making,8th,Semi-Urban,Both,Mobile,Offline Local,Jewelry Making,13312
34,2,2,Music,Music Teaching,10th,Semi-Urban,Hindi,Laptop,Work From Home,Music Teacher Online,15598
50,1,1,Law,Research,Diploma,Urban,English,Laptop,Hybrid,Legal Assistant,17672
30,3,6,Security,Communication,Diploma,Rural,Hindi,Mobile,Work From Home,Watchman,14857
26,1,4,Clothing,Fashion Designing,12th,Semi-Urban,Both,Both,Hybrid,Boutique Business,13603
21,3,6,Electrician,Electrical Repair,PG,Rural,Both,Both,Hybrid,Electrical Repair Services,23159
32,3,3,Doctor,Patient Support,12th,Semi-Urban,Hindi,Mobile,Hybrid,Clinic Support,24044
37,3,5,Electrician,Appliance Maintenance,Diploma,Urban,Both,Mobile,Offline Local,Electrical Repair Services,22344
48,3,1,Security,Discipline,12th,Urban,English,Both,Offline Local,Night Guard,8830
46,3,8,Fitness,Yoga,8th,Rural,Hindi,Mobile,Offline Local,Diet Coach,20845
21,4,3,Teaching,Subject Knowledge,PG,Rural,Both,Both,Hybrid,Coaching Assistant,19451
25,3,4,Government,Clerk Skills,UG,Urban,English,Mobile,Hybrid,Office Assistant,21516
33,4,2,Cleaning,Sanitization,No Formal,Urban,English,Both,Work From Home,House Cleaning,6978
24,0,5,IT,Web Development,PG,Rural,Hindi,Mobile,Work From Home,Freelancing,27068
46,2,6,Teaching,Subject Knowledge,Diploma,Rural,Hindi,Mobile,Offline Local,Online Tutor,20337
29,1,2,Commerce,Tally,No Formal,Rural,Hindi,Laptop,Work From Home,Accounting Assistant,13407
20,0,3,Cleaning,Organization,12th,Urban,Hindi,Mobile,Hybrid,Deep Cleaning Services,9262
32,1,4,Handicraft,Product Selling,8th,Urban,Hindi,Mobile,Hybrid,Art & Craft Business,12412
26,2,8,E-Commerce,Inventory,No Formal,Rural,Both,Both,Hybrid,Catalog Manager,15882
26,2,3,E-Commerce,Order Handling,8th,Rural,Both,Laptop,Hybrid,Product Packing,10182
23,2,6,IT,Web Development,10th,Rural,Both,Both,Offline Local,Web Development,27870
48,0,8,Music,Singing,8th,Rural,English,Laptop,Hybrid,Singer for Events,18206
22,3,4,Fitness,Nutrition,Diploma,Rural,Both,Both,Hybrid,Zumba Trainer,19095
35,2,4,Cooking,Meal Planning,10th,Semi-Urban,Hindi,Laptop,Offline Local,Catering Assistant,14422
38,2,5,Electrician,Electrical Repair,8th,Rural,Both,Laptop,Work From Home,Home Electrician,18923
28,1,3,Cleaning,Housekeeping,No Formal,Rural,Both,Mobile,Work From Home,Office Cleaning,11196
41,1,3,Cooking,Cooking,PG,Rural,English,Both,Hybrid,Cooking Classes Online,14913
22,2,6,Doctor,Consultation,Diploma,Urban,Hindi,Mobile,Work From Home,Clinic Support,31436
26,3,4,Government,Clerk Skills,No Formal,Urban,Both,Both,Work From Home,Office Assistant,19901
20,3,1,Government,Clerk Skills,8th,Rural,English,Both,Work From Home,Office Assistant,16752
23,0,2,Data Entry,Data Management,12th,Semi-Urban,English,Both,Work From Home,Typing Work,14524
33,1,2,E-Commerce,Order Handling,12th,Rural,English,Mobile,Work From Home,Order Processing,9982
37,2,2,E-Commerce,Inventory,12th,Rural,English,Both,Hybrid,Catalog Manager,10074
32,0,8,Electrician,Electrical Repair,10th,Rural,Both,Laptop,Offline Local,Appliance Fixing,21122
40,1,4,Data Entry,Data Management,8th,Urban,English,Both,Work From Home,Excel Assistant,15060
48,1,6,Electrician,Wiring,12th,Rural,Both,Both,Offline Local,Home Electrician,22825
28,2,5,Nurse,Patient Monitoring,No Formal,Urban,Hindi,Mobile,Hybrid,Clinic Nurse,24268
23,2,8,Data Entry,Data Management,10th,Rural,Both,Laptop,Work From Home,Excel Assistant,20704
38,2,1,Government,Documentation,No Formal,Semi-Urban,English,Mobile,Work From Home,Clerk,18432
24,1,1,Electrician,Appliance Maintenance,8th,Rural,English,Mobile,Offline Local,Home Electrician,11640
23,3,5,IT,Web Development,12th,Semi-Urban,Hindi,Laptop,Offline Local,Web Development,26207
20,0,2,Teaching,Teaching,UG,Rural,Both,Mobile,Offline Local,Online Tutor,17157
25,1,8,Labour,Physical Work,PG,Rural,English,Both,Hybrid,Construction Helper,19586
40,1,7,Government,Office Work,8th,Urban,Hindi,Laptop,Offline Local,Office Assistant,25226
28,3,8,Electrician,Electrical Repair,8th,Rural,Both,Both,Work From Home,Electrical Repair Services,21299
38,1,3,Music,Instrument Playing,12th,Rural,English,Laptop,Offline Local,Singer for Events,15708
20,2,4,Security,Security Monitoring,10th,Semi-Urban,Both,Mobile,Offline Local,Watchman,14271
39,3,5,Baking,Chocolate Making,8th,Semi-Urban,English,Both,Work From Home,Home Bakery,13729
29,0,1,Commerce,Excel,No Formal,Urban,Hindi,Laptop,Offline Local,Bookkeeping,12514
26,3,8,Music,Instrument Playing,8th,Semi-Urban,Both,Laptop,Work From Home,Instrument Tutor,22242
34,2,6,E-Commerce,Order Handling,PG,Rural,Both,Both,Hybrid,Order Processing,21588
25,0,6,Cleaning,Housekeeping,8th,Rural,Both,Both,Hybrid,Deep Cleaning Services,15659
29,3,3,Electrician,Electrical Repair,12th,Rural,Both,Laptop,Hybrid,Appliance Fixing,15327
45,0,3,Banking,Data Entry,12th,Rural,Both,Both,Work From Home,Customer Support,17377
38,2,8,Data Entry,Typing,Diploma,Rural,Hindi,Laptop,Offline Local,Data Entry,19153
23,2,5,Electrician,Wiring,No Formal,Rural,Hindi,Laptop,Offline Local,Electrical Repair Services,16631
20,3,4,Data Entry,Data Management,12th,Semi-Urban,English,Both,Work From Home,Excel Assistant,16409
48,1,8,Labour,Loading/Unloading,10th,Semi-Urban,Both,Both,Work From Home,Warehouse Helper,19757
46,2,8,Gardening,Nursery Management,10th,Rural,Hindi,Laptop,Work From Home,Home Gardening Service,17826
36,3,8,Teaching,Teaching,10th,Rural,Hindi,Laptop,Offline Local,Online Tutor,22934
23,3,4,Baking,Chocolate Making,UG,Urban,Both,Laptop,Work From Home,Home Bakery,15748
41,3,1,Government,Documentation,8th,Semi-Urban,English,Both,Hybrid,Data Entry Operator,18738
29,2,4,Electrician,Appliance Maintenance,8th,Urban,Both,Mobile,Work From Home,Electrical Repair Services,19403
28,2,8,Music,Music Teaching,10th,Rural,English,Both,Offline Local,Music Teacher Online,19637
43,3,7,Social Media,Content Writing,No Formal,Urban,Both,Both,Offline Local,Content Creator,21438
23,2,1,Electrician,Wiring,PG,Rural,Both,Both,Offline Local,Appliance Fixing,18485
41,2,7,Security,Communication,Diploma,Semi-Urban,English,Laptop,Work From Home,Watchman,17668
46,0,6,Baking,Cake Decoration,PG,Semi-Urban,Both,Laptop,Work From Home,Home Bakery,18095
45,1,2,Labour,Physical Work,10th,Rural,Both,Both,Hybrid,Construction Helper,12909
37,4,5,Security,Security Monitoring,No Formal,Rural,English,Laptop,Hybrid,Night Guard,14351
49,2,7,Banking,Sales,No Formal,Urban,Both,Laptop,Work From Home,Banking Sales Agent,21343
34,2,4,Cooking,Meal Planning,PG,Urban,Hindi,Mobile,Offline Local,Home Tiffin Service,18429
21,3,6,Banking,Sales,8th,Semi-Urban,Both,Both,Work From Home,Customer Support,21750
35,4,7,Electrician,Electrical Repair,8th,Urban,English,Laptop,Offline Local,Appliance Fixing,19038
25,0,3,Data Entry,Data Management,8th,Urban,Hindi,Mobile,Offline Local,Excel Assistant,12000
50,4,1,Labour,Helper Skills,8th,Urban,English,Laptop,Work From Home,Construction Helper,7865
48,1,1,Fitness,Nutrition,8th,Urban,English,Both,Work From Home,Yoga Instructor Online,16393
31,1,6,Clothing,Fashion Designing,UG,Rural,Hindi,Laptop,Offline Local,Boutique Business,19561
28,0,1,Commerce,Accounting,8th,Semi-Urban,English,Both,Offline Local,Accounting Assistant,14336
43,3,2,Nurse,Patient Monitoring,UG,Semi-Urban,Hindi,Laptop,Work From Home,Clinic Nurse,20278
27,2,7,Beauty,Makeup,10th,Semi-Urban,English,Laptop,Hybrid,Mehndi Artist,19417
50,3,7,Music,Music Teaching,12th,Urban,English,Mobile,Hybrid,Instrument Tutor,21720
31,3,2,Nurse,Nursing Care,PG,Rural,English,Mobile,Hybrid,Patient Support Online,20612
28,3,6,IT,Video Editing,PG,Rural,Both,Mobile,Hybrid,Freelancing,28465
50,2,1,Clothing,Embroidery,No Formal,Semi-Urban,English,Both,Hybrid,Clothing Seller Online,9721
22,3,4,Doctor,Consultation,No Formal,Semi-Urban,Hindi,Mobile,Hybrid,Health Consultant (Online),23368
46,2,2,IT,Graphic Designing,Diploma,Semi-Urban,Both,Mobile,Work From Home,Freelancing,20113
21,2,5,Music,Singing,8th,Urban,Hindi,Laptop,Hybrid,Instrument Tutor,14327
22,2,6,Beauty,Makeup,10th,Rural,English,Mobile,Offline Local,Home Salon,17943
30,0,1,Commerce,Excel,Diploma,Rural,Both,Laptop,Offline Local,GST Filing Assistant,15942
22,4,7,Nurse,Patient Monitoring,Diploma,Rural,Both,Mobile,Work From Home,Home Care Nurse,25864
35,3,8,Cleaning,Housekeeping,10th,Rural,English,Mobile,Work From Home,Office Cleaning,17022
49,2,8,Government,Office Work,UG,Urban,Both,Mobile,Hybrid,Data Entry Operator,25206
20,3,7,Labour,Physical Work,12th,Semi-Urban,Both,Mobile,Work From Home,Construction Helper,18293
35,0,8,Gardening,Plant Care,PG,Rural,Hindi,Both,Work From Home,Nursery Worker,19812
49,0,7,Cleaning,Sanitization,UG,Semi-Urban,Both,Both,Offline Local,Office Cleaning,15943
21,3,7,Nurse,Patient Monitoring,12th,Semi-Urban,Hindi,Mobile,Offline Local,Patient Support Online,25635
23,0,6,Electrician,Electrical Repair,Diploma,Urban,Both,Both,Work From Home,Electrical Repair Services,19243
27,2,4,Cooking,Meal Planning,PG,Rural,Both,Laptop,Offline Local,Cooking Classes Online,18977
44,1,5,Cleaning,Organization,8th,Semi-Urban,English,Laptop,Hybrid,Office Cleaning,12561
21,2,1,Data Entry,Typing,Diploma,Rural,Hindi,Mobile,Hybrid,Excel Assistant,10041
48,3,7,Banking,Sales,Diploma,Rural,Hindi,Mobile,Work From Home,Back Office Assistant,25870
35,2,7,Banking,Data Entry,12th,Semi-Urban,Hindi,Both,Hybrid,Back Office Assistant,24936
45,3,2,E-Commerce,Packing,No Formal,Rural,Hindi,Laptop,Offline Local,Catalog Manager,8585
33,0,7,Law,Legal Drafting,PG,Semi-Urban,Both,Both,Work From Home,Legal Assistant,26260
38,3,2,Handicraft,Art,12th,Rural,Hindi,Both,Work From Home,Art & Craft Business,13517
43,4,5,Music,Singing,PG,Rural,Hindi,Both,Work From Home,Singer for Events,21236
27,0,7,Cooking,Food Packaging,UG,Urban,Both,Laptop,Hybrid,Catering Assistant,19918
34,2,1,Music,Singing,PG,Semi-Urban,Hindi,Mobile,Offline Local,Instrument Tutor,17530
27,1,3,Doctor,Consultation,No Formal,Semi-Urban,English,Both,Offline Local,Clinic Support,26231
29,2,4,Music,Music Teaching,8th,Semi-Urban,Both,Laptop,Work From Home,Music Teacher Online,16068
49,1,4,Handicraft,Art,No Formal,Urban,Hindi,Mobile,Offline Local,Art & Craft Business,11920
33,1,2,Gardening,Plant Care,UG,Urban,English,Both,Offline Local,Home Gardening Service,11253
26,3,1,Cooking,Cooking,PG,Urban,English,Mobile,Offline Local,Meal Prep Business,15045
24,4,2,Nurse,First Aid,UG,Urban,English,Laptop,Offline Local,Home Care Nurse,23330
49,2,2,Electrician,Wiring,10th,Semi-Urban,English,Mobile,Work From Home,Electrical Repair Services,15693
38,1,6,Commerce,Tally,10th,Rural,Hindi,Mobile,Offline Local,Accounting Assistant,18885
44,2,1,Electrician,Appliance Maintenance,12th,Urban,Both,Both,Work From Home,Home Electrician,12872
22,2,5,Social Media,Canva,12th,Semi-Urban,Hindi,Mobile,Offline Local,Social Media Manager,22431
27,0,4,Doctor,Consultation,PG,Semi-Urban,Hindi,Both,Offline Local,Telemedicine Assistant,27890
30,2,7,E-Commerce,Packing,No Formal,Rural,Both,Laptop,Offline Local,Catalog Manager,16971
25,0,4,Clothing,Fashion Designing,8th,Urban,English,Mobile,Work From Home,Boutique Business,12245
39,1,1,Doctor,Consultation,8th,Urban,Both,Both,Work From Home,Clinic Support,22781
27,2,8,Labour,Helper Skills,No Formal,Semi-Urban,English,Laptop,Hybrid,Construction Helper,18831
27,2,1,E-Commerce,Order Handling,10th,Rural,Both,Mobile,Hybrid,Catalog Manager,10178
50,1,2,Cleaning,Organization,12th,Rural,English,Both,Offline Local,Deep Cleaning Services,11788
45,3,5,Security,Communication,UG,Rural,Hindi,Mobile,Offline Local,Security Guard,15934
29,3,2,Baking,Baking,12th,Urban,Both,Both,Hybrid,Custom Cake Business,11199
37,1,5,Government,Office Work,12th,Urban,Hindi,Both,Hybrid,Data Entry Operator,20202
29,0,8,Security,Discipline,No Formal,Urban,English,Both,Offline Local,Security Guard,18576
33,1,8,Clothing,Embroidery,8th,Semi-Urban,English,Mobile,Work From Home,Boutique Business,17727
50,0,4,Handicraft,Art,12th,Semi-Urban,Both,Mobile,Hybrid,Handmade Products Seller,16948
38,0,5,Baking,Chocolate Making,No Formal,Urban,Hindi,Laptop,Hybrid,Dessert Selling Online,14771
23,2,6,E-Commerce,Packing,No Formal,Urban,English,Mobile,Hybrid,Catalog Manager,17377
37,0,4,Handicraft,Product Selling,No Formal,Urban,Both,Both,Work From Home,Jewelry Making,13715
32,1,1,Government,Office Work,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Clerk,14917
43,3,7,Banking,Data Entry,10th,Urban,English,Laptop,Hybrid,Banking Sales Agent,21580
40,2,5,E-Commerce,Inventory,8th,Rural,Both,Both,Work From Home,Catalog Manager,15174
37,2,3,Music,Music Teaching,8th,Semi-Urban,Hindi,Mobile,Offline Local,Music Teacher Online,15876
30,4,1,Data Entry,Typing,UG,Rural,Both,Laptop,Offline Local,Typing Work,11858
22,3,8,Social Media,Canva,No Formal,Semi-Urban,Hindi,Both,Work From Home,Instagram Reels Editor,23433
26,1,2,Law,Research,PG,Rural,Both,Both,Offline Local,Contract Reviewer,23480
45,3,3,Doctor,Patient Support,PG,Urban,English,Both,Offline Local,Clinic Support,29184
35,1,4,Cooking,Meal Planning,UG,Semi-Urban,Hindi,Laptop,Offline Local,Cooking Classes Online,16411
23,1,4,Doctor,Patient Support,8th,Rural,Both,Laptop,Hybrid,Telemedicine Assistant,23845
41,0,7,Doctor,Consultation,12th,Semi-Urban,English,Laptop,Offline Local,Telemedicine Assistant,29704
25,3,4,Commerce,Tally,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Invoice Processing,19295
34,3,7,IT,Video Editing,PG,Semi-Urban,English,Laptop,Offline Local,Web Development,32061
40,3,2,Cooking,Food Packaging,10th,Urban,Hindi,Laptop,Hybrid,Meal Prep Business,9049
34,2,8,Electrician,Electrical Repair,Diploma,Rural,Both,Laptop,Work From Home,Electrical Repair Services,21804
47,2,4,Clothing,Stitching,12th,Semi-Urban,English,Mobile,Hybrid,Tailoring,14585
35,3,4,Gardening,Gardening,PG,Urban,English,Both,Work From Home,Plant Selling,17204
21,0,3,Data Entry,Typing,12th,Semi-Urban,English,Mobile,Offline Local,Excel Assistant,11877
42,2,4,Labour,Loading/Unloading,10th,Semi-Urban,English,Both,Work From Home,Construction Helper,11135
33,2,6,Banking,Customer Handling,UG,Urban,Both,Mobile,Hybrid,Back Office Assistant,26409
34,0,3,Gardening,Plant Care,Diploma,Urban,Both,Both,Offline Local,Plant Selling,10333
39,2,6,Teaching,Subject Knowledge,PG,Rural,English,Both,Work From Home,Online Tutor,26325
45,1,4,Clothing,Fashion Designing,12th,Rural,English,Laptop,Offline Local,Boutique Business,14294
24,1,1,Baking,Cake Decoration,10th,Rural,Hindi,Laptop,Offline Local,Home Bakery,9327
32,3,7,Beauty,Makeup,PG,Rural,Hindi,Laptop,Hybrid,Home Salon,23154
36,3,6,Doctor,Consultation,No Formal,Rural,English,Both,Hybrid,Health Consultant (Online),28715
45,2,8,Social Media,Content Writing,8th,Semi-Urban,Both,Both,Work From Home,Content Creator,24404
46,3,7,Data Entry,Excel,UG,Urban,Hindi,Laptop,Work From Home,Typing Work,21446
50,4,2,Gardening,Plant Care,10th,Semi-Urban,Hindi,Both,Offline Local,Nursery Worker,9156
21,1,5,Data Entry,Typing,8th,Urban,Hindi,Laptop,Hybrid,Excel Assistant,16926
22,1,1,Baking,Cake Decoration,Diploma,Semi-Urban,Both,Mobile,Offline Local,Dessert Selling Online,12582
47,1,8,Security,Discipline,8th,Urban,English,Mobile,Hybrid,Watchman,16770
43,2,1,IT,Video Editing,Diploma,Urban,English,Mobile,Work From Home,Graphic Designing,21068
22,2,1,Government,Clerk Skills,8th,Rural,Both,Both,Work From Home,Office Assistant,18473
39,3,4,IT,Canva,No Formal,Rural,Hindi,Mobile,Work From Home,Canva Work,16336
23,3,6,IT,Canva,PG,Urban,Hindi,Both,Work From Home,Canva Work,17469
23,4,6,IT,Canva,Diploma,Semi-Urban,English,Laptop,Work From Home,Canva Work,18075
24,4,2,IT,Canva,UG,Rural,Both,Both,Work From Home,Canva Work,12760
37,3,2,IT,Canva,UG,Rural,Both,Mobile,Hybrid,Canva Work,14768
41,1,5,IT,Canva,10th,Semi-Urban,Hindi,Laptop,Work From Home,Canva Work,15009
31,3,6,IT,Canva,Diploma,Semi-Urban,Both,Both,Work From Home,Canva Work,16731
42,2,4,IT,Canva,Diploma,Urban,Both,Both,Work From Home,Canva Work,14165
24,4,6,IT,Canva,PG,Semi-Urban,Hindi,Both,Offline Local,Canva Work,15927
33,4,2,IT,Canva,10th,Urban,Hindi,Both,Work From Home,Canva Work,12202
43,3,4,IT,Canva,PG,Rural,English,Laptop,Hybrid,Canva Work,16353
28,0,1,IT,Canva,UG,Rural,Hindi,Laptop,Hybrid,Canva Work,12660
19,3,5,IT,Canva,8th,Semi-Urban,Hindi,Laptop,Offline Local,Canva Work,15261
45,2,2,IT,Canva,Diploma,Rural,Hindi,Mobile,Work From Home,Canva Work,13947
35,2,5,IT,Canva,10th,Rural,English,Laptop,Hybrid,Canva Work,16732
44,2,4,IT,Canva,8th,Urban,English,Mobile,Hybrid,Canva Work,16561
33,2,6,IT,Canva,PG,Urban,English,Mobile,Offline Local,Canva Work,17230
20,1,3,IT,Canva,PG,Urban,English,Laptop,Hybrid,Canva Work,14196
20,1,4,IT,Canva,10th,Semi-Urban,English,Both,Work From Home,Canva Work,16614
30,2,6,IT,Canva,12th,Rural,Both,Laptop,Offline Local,Canva Work,16423
26,1,5,IT,Excel,UG,Urban,Both,Mobile,Work From Home,Excel Work,16900
18,4,5,IT,Excel,10th,Semi-Urban,Both,Laptop,Work From Home,Excel Work,14558
28,3,1,IT,Excel,UG,Urban,Hindi,Mobile,Offline Local,Excel Work,11318
25,3,2,IT,Excel,10th,Urban,English,Laptop,Work From Home,Excel Work,13096
44,1,3,IT,Excel,Diploma,Semi-Urban,Both,Mobile,Hybrid,Excel Work,13804
20,0,3,IT,Excel,8th,Urban,English,Laptop,Offline Local,Excel Work,13269
32,1,4,IT,Excel,PG,Rural,English,Both,Offline Local,Excel Work,14723
18,1,5,IT,Excel,Diploma,Semi-Urban,Hindi,Mobile,Work From Home,Excel Work,15727
20,4,6,IT,Excel,No Formal,Rural,Both,Both,Offline Local,Excel Work,15921
24,0,6,IT,Excel,10th,Urban,Both,Mobile,Work From Home,Excel Work,16776
26,3,3,IT,Excel,12th,Urban,Hindi,Mobile,Work From Home,Excel Work,14635
34,0,2,IT,Excel,8th,Semi-Urban,Both,Both,Hybrid,Excel Work,14996
37,1,2,IT,Excel,12th,Rural,English,Both,Hybrid,Excel Work,12907
42,1,6,IT,Excel,PG,Urban,Both,Both,Offline Local,Excel Work,16385
37,2,1,IT,Excel,No Formal,Urban,Hindi,Both,Offline Local,Excel Work,13765
40,2,5,IT,Excel,PG,Rural,Both,Mobile,Hybrid,Excel Work,17205
31,2,2,IT,Excel,8th,Rural,English,Both,Hybrid,Excel Work,14162
30,4,5,IT,Excel,12th,Urban,Hindi,Mobile,Hybrid,Excel Work,14763
28,4,2,IT,Excel,UG,Urban,Hindi,Mobile,Offline Local,Excel Work,12395
20,3,4,IT,Excel,8th,Rural,English,Mobile,Hybrid,Excel Work,14148
33,0,3,IT,Data Entry,UG,Semi-Urban,English,Laptop,Hybrid,Data Entry Work,13188
18,0,4,IT,Data Entry,UG,Urban,English,Both,Work From Home,Data Entry Work,15546
32,3,4,IT,Data Entry,No Formal,Urban,English,Laptop,Work From Home,Data Entry Work,14557
44,1,2,IT,Data Entry,12th,Semi-Urban,Hindi,Laptop,Offline Local,Data Entry Work,12501
18,1,6,IT,Data Entry,PG,Urban,Hindi,Laptop,Work From Home,Data Entry Work,15579
40,1,1,IT,Data Entry,12th,Semi-Urban,English,Laptop,Hybrid,Data Entry Work,13225
42,2,3,IT,Data Entry,PG,Urban,Both,Both,Hybrid,Data Entry Work,14055
45,2,1,IT,Data Entry,PG,Rural,Hindi,Laptop,Work From Home,Data Entry Work,14266
24,2,5,IT,Data Entry,Diploma,Rural,Both,Laptop,Offline Local,Data Entry Work,15661
27,4,3,IT,Data Entry,PG,Semi-Urban,English,Both,Work From Home,Data Entry Work,14630
39,0,3,IT,Data Entry,10th,Rural,Hindi,Mobile,Work From Home,Data Entry Work,14238
21,1,5,IT,Data Entry,No Formal,Semi-Urban,English,Both,Hybrid,Data Entry Work,15735
38,4,5,IT,Data Entry,12th,Urban,English,Mobile,Offline Local,Data Entry Work,16199
36,0,2,IT,Data Entry,12th,Semi-Urban,Both,Mobile,Offline Local,Data Entry Work,15086
32,0,4,IT,Data Entry,PG,Semi-Urban,English,Both,Offline Local,Data Entry Work,15207
39,0,4,IT,Data Entry,No Formal,Semi-Urban,Hindi,Both,Work From Home,Data Entry Work,14151
44,3,4,IT,Data Entry,UG,Rural,Both,Laptop,Offline Local,Data Entry Work,13803
